gate length,Theta,Phi,dt,combination,total time,computing time
24,2.243781892,3.378676236,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3]",72,980.772949
18,1.885435466,3.295038358,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",54,56.95874238
0,0.148700019,1.759325263,3,[],0,0.001999378
17,1.657594294,2.596458964,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1, 2]",51,153.9178743
0,0.084890278,4.305665784,3,[],0,0.001981497
23,2.448333859,4.458345326,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",69,86.44323778
0,0.08060785,1.676991929,3,[],0,0.001999617
5,0.61226213,5.61622062,3,"[3, 2, 2, 4, 4]",15,1.965089798
26,2.691603081,4.775610325,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,140.9249742
0,0.18642603,3.2606489,3,[],0,0.001997948
17,1.411822314,2.289464432,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 0, 1, 4]",51,964.2704964
19,1.668998069,1.12422107,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 0, 0, 4, 3]",57,1007.41337
5,0.519984037,5.427837335,3,"[3, 2, 2, 4, 4]",15,5.55801177
23,2.20221944,4.862699046,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 3, 2]",69,520.7757602
8,0.753743859,2.412379226,3,"[3, 2, 2, 4, 4, 1, 3, 2]",24,12.46850538
28,2.996283231,0.48161501,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",84,113.5985103
7,0.715729318,2.898612767,3,"[2, 4, 4, 1, 1, 3, 3]",21,8.025861979
8,0.809701629,0.434254343,3,"[1, 3, 3, 2, 2, 4, 4, 1]",24,11.58720899
7,0.785117972,0.012853017,3,"[1, 3, 3, 2, 2, 4, 1]",21,6.68274498
25,2.627143533,3.111848021,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",75,113.4063909
25,2.311570481,3.48455202,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 0, 0, 0]",75,842.6086531
21,2.074893367,6.098813446,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 1, 1]",63,233.5117753
3,0.419837015,4.748194221,3,"[3, 2, 4]",9,2.625750542
28,3.104120291,3.02180834,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",84,128.5255172
24,2.539323982,0.917930028,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",72,80.48085999
29,2.925206666,1.483573457,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1]",87,325.3364625
21,2.112169496,4.820418617,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2]",63,245.815706
11,0.968918959,2.644244525,3,"[4, 1, 1, 3, 2, 4, 4, 1, 1, 3, 2]",33,52.36444759
23,2.475912226,6.040825014,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",69,73.51024795
21,2.065305554,6.062667307,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 2, 1]",63,231.3140182
21,1.926783426,0.012582234,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 0, 4, 2]",63,653.3466733
0,0.142961067,0.004508996,3,[],0,0.001995564
2,0.319857999,6.135798568,3,"[4, 1]",6,0.120876074
16,1.69190083,1.679697028,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",48,29.52341771
3,0.505865392,5.504803099,3,"[2, 4, 4]",9,0.541155815
27,2.958742274,1.792004394,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",81,116.2963023
19,1.836642871,1.225970528,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 4, 3]",57,204.8640814
18,1.714596956,3.480885285,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1, 3, 4]",54,212.4091337
21,2.256881585,2.909934143,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",63,62.55851626
17,1.882541696,5.579413291,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",51,39.07976031
17,1.4848315,2.563638425,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 1, 3, 4]",51,847.7669861
15,1.41498198,3.821157733,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",45,113.7804348
8,0.872135474,2.384450815,3,"[3, 2, 2, 4, 4, 1, 3, 3]",24,8.447800159
2,0.378627643,2.995958337,3,"[3, 2]",6,0.124839783
15,1.447380468,5.440570602,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 0]",45,80.3551774
22,2.266594216,0.734458325,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",66,114.1039383
18,1.80131975,0.219821468,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 0, 1]",54,103.701695
15,1.488028826,3.85932462,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4]",45,67.86731911
14,1.167932323,2.903973947,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 0, 1, 0]",42,198.9702826
19,2.155200809,4.311679865,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",57,56.23492336
21,1.891929583,6.275684296,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 3, 0, 4]",63,859.629878
1,0.294206934,1.632531564,3,[3],3,0.020099163
15,1.374834141,5.417496091,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 0, 0]",45,140.568239
22,1.963586457,1.524884736,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 4, 4]",66,1375.031118
19,1.906733552,4.260012662,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 0]",57,116.9962535
5,0.574420366,2.238670509,3,"[4, 1, 1, 3, 3]",15,4.879229307
13,1.260926728,5.696138705,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",39,70.64848089
22,2.49003984,0.714320612,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",66,66.18142319
10,1.131763587,2.587116482,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",30,15.11236882
16,1.363681138,1.43971641,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 0, 4, 1, 4]",48,609.9912915
25,2.560633484,3.349161265,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2, 2]",75,173.1676102
16,1.563679266,1.716895516,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0]",48,112.6183825
0,0.171049971,4.987064728,3,[],0,0.001997232
22,1.977015165,5.486231557,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 3, 0, 0]",66,876.5681944
1,0.274292927,0.570091828,3,[1],3,0.017980337
5,0.565597172,3.990159053,3,"[1, 3, 3, 2, 2]",15,2.067265749
0,0.069448092,4.902604612,3,[],0,0.003000975
18,1.890738706,0.442039114,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",54,42.55073452
9,1.024464191,4.855004376,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4]",27,9.731677055
5,0.561772317,2.270123717,3,"[4, 1, 1, 3, 3]",15,4.462443113
12,1.189367754,4.01554431,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",36,32.27074432
11,1.026143503,0.53541566,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 0]",33,38.95291376
12,1.250636276,4.602728776,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 2, 4, 4]",36,101.8520193
23,2.28990533,0.111743915,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 0]",69,253.8844852
13,1.171319686,5.938267481,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",39,128.3337026
17,1.591299719,2.08250084,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 4, 3]",51,278.6570966
22,2.35369726,1.34434497,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 3]",66,214.6384482
28,3.068110196,5.415944868,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,114.091723
16,1.814733235,1.43136657,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",48,42.46967006
16,1.737664721,4.664645049,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",48,32.67070031
3,0.44111688,5.951000564,3,"[2, 4, 4]",9,0.559163094
21,1.862885013,4.558373402,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 0, 3, 3, 0]",63,1371.346351
14,1.359776838,1.59203326,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 1, 1, 0]",42,69.56770325
6,0.619542177,5.323267886,3,"[1, 3, 3, 2, 4, 4]",18,5.167386055
22,2.395702242,5.531066606,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,74.46813869
25,2.783956454,1.949304023,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,86.38015819
13,1.123066735,5.893946663,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 4, 4, 1]",39,242.6452243
18,1.955330497,3.532938717,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",54,49.51028466
22,2.420291863,3.813614589,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",66,74.80951047
17,1.80311869,5.805493196,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",51,38.58318186
17,1.837691918,2.368006095,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",51,34.82560325
2,0.314023583,1.861277931,3,"[1, 3]",6,0.123041868
14,1.503730584,2.97262762,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",42,26.83909988
12,0.950649342,2.73182214,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 0, 0, 0]",36,93.53317332
24,2.541029809,2.872823247,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",72,85.10915351
9,1.011755102,2.955740171,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,10.38386798
7,0.732372006,2.457576054,3,"[2, 4, 4, 1, 1, 3, 3]",21,11.07741213
12,1.141362179,1.248992673,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 0]",36,52.11445165
14,1.296902918,6.206722208,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4, 3]",42,113.2577271
23,2.323752033,1.28136402,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3]",69,218.8948784
20,2.181435197,2.106005425,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",60,62.69562745
22,2.473222138,0.574549033,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",66,66.29610872
7,0.860838937,5.682141101,3,"[1, 3, 3, 2, 2, 4, 4]",21,5.886560202
14,1.33238541,6.229291403,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 2, 1]",42,94.8056047
22,2.172555542,1.474397272,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1]",66,237.5978138
18,1.797084628,4.10699696,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2]",54,142.6762683
10,0.940022099,5.929182278,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1]",30,57.46727633
1,0.255114289,2.439666471,3,[3],3,0.020980835
11,1.08051361,3.493936978,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 2]",33,29.61658168
15,1.423037414,0.58215908,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4]",45,108.8939171
7,0.794534405,4.372432759,3,"[4, 1, 1, 3, 3, 2, 4]",21,6.256107092
16,1.769860045,4.681672821,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",48,35.34878469
16,1.760202533,6.128549999,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",48,34.64372659
25,2.459449202,3.261188973,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2, 0]",75,379.0923462
8,0.735602066,3.934695016,3,"[2, 4, 4, 1, 1, 3, 2, 0]",24,13.15382934
25,2.302264557,3.499954398,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 0, 3, 0, 0]",75,931.8976331
17,1.833264397,2.401579622,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",51,34.92677736
3,0.370499902,0.884328329,3,"[4, 1, 1]",9,0.21022892
22,2.166432783,1.562347221,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1]",66,255.6740894
5,0.686978288,4.334797699,3,"[1, 3, 3, 2, 2]",15,2.573580027
10,1.201347732,0.780997551,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",30,10.29347825
1,0.241126446,0.189227036,3,[1],3,0.017997026
18,2.099745427,3.369633698,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",54,40.71598983
8,0.905578752,5.197830693,3,"[4, 1, 1, 3, 3, 2, 4, 4]",24,7.162859678
12,1.247333167,1.405539295,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 3, 3]",36,87.88182497
3,0.434131991,4.068916367,3,"[3, 2, 2]",9,0.562044382
8,0.622524495,0.526933198,3,"[1, 3, 3, 2, 2, 2, 1, 0]",24,21.10200119
4,0.59640357,0.257883823,3,"[2, 4, 4, 1]",12,1.011088371
22,2.360553318,0.723320892,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",66,63.9975729
12,1.184134719,4.273530168,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 4]",36,32.60376215
8,1.007520876,3.746518592,3,"[2, 4, 4, 1, 1, 3, 2, 2]",24,7.049020767
17,1.772954578,5.670863962,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",51,47.08683491
9,0.866512039,0.096061544,3,"[4, 1, 1, 3, 3, 2, 4, 0, 1]",27,24.46068382
16,1.610790911,1.871947777,3,"[1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",48,93.92990732
23,2.378174522,1.514152223,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",69,113.0573969
21,1.992437373,2.964609399,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 0, 0]",63,364.4963608
26,2.665256654,4.478848929,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 0]",78,233.7051094
11,1.187188315,0.290962619,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",33,15.36964631
15,1.404428099,0.879299072,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 3]",45,99.67879081
16,1.676062686,6.111205596,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",48,44.05550885
14,1.261604832,3.177620923,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 0, 2, 2]",42,135.075171
19,1.910399547,2.919170863,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 0]",57,109.9246829
21,2.080998521,4.68750205,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 3, 4]",63,213.0034389
25,2.654790533,1.671260855,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,98.50375366
3,0.375597062,2.294064621,3,"[1, 3, 3]",9,0.228192568
21,2.07171783,0.502895701,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1]",63,321.4184277
21,2.16162051,5.961990345,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",63,98.53762412
26,2.793995693,4.385106887,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,104.1815276
19,1.725094504,1.327328074,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2, 0, 4, 3]",57,560.9992492
9,1.004049611,0.070215932,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,9.566883087
0,0.180308,5.299618354,3,[],0,0.002004147
19,2.038848841,1.116388863,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",57,45.83230448
28,3.091545991,4.345619646,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,115.1159668
25,2.71448563,3.250391005,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",75,95.506634
29,3.119488619,1.742094395,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",87,129.4799688
9,0.882563706,1.448988691,3,"[1, 3, 3, 2, 2, 4, 1, 1, 1]",27,15.02464986
0,0.092337096,2.772660699,3,[],0,0.00199914
27,3.000516774,5.580083326,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,108.5463104
14,1.466107536,2.882496286,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3]",42,35.44858432
29,3.017246487,1.680266846,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",87,178.4539711
9,0.982385277,6.230934649,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,10.23872709
8,0.783559424,1.457930995,3,"[1, 3, 3, 2, 4, 1, 1, 3]",24,17.14176178
10,1.141148425,0.703966774,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",30,10.83631587
22,2.325187775,5.242125909,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,78.38935423
16,1.604904297,1.827169309,3,"[1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",48,93.98625016
0,0.193595276,2.836638144,3,[],0,0.001998901
18,1.825869547,0.255836669,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 4]",54,76.81087327
9,0.960006062,0.009462716,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,10.05655289
24,2.449849485,2.273080898,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2]",72,225.8312712
1,0.246105878,4.170785646,3,[2],3,0.016999245
24,2.557129207,2.28768416,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",72,103.0490737
0,0.172404491,0.962097372,3,[],0,0.001998425
25,2.28933315,3.547554394,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 4, 3, 4]",75,974.9797711
5,0.616272821,3.882838045,3,"[1, 3, 3, 2, 2]",15,2.122503281
29,3.054432284,1.982687332,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",87,135.8463008
22,2.220511743,4.012552959,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 0, 2]",66,186.3454173
17,1.528218998,5.669683322,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 1, 0]",51,506.6880312
27,2.989540835,5.256569698,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,109.1191368
22,2.030805782,0.707301708,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4, 3, 3]",66,661.159462
15,1.636855224,5.434915853,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",45,28.31064367
8,0.868232303,3.675165856,3,"[2, 4, 4, 1, 1, 3, 3, 2]",24,8.913983583
0,0.154359171,5.166534015,3,[],0,0.001988888
13,1.387333001,3.410847966,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2]",39,24.79341817
23,2.306279004,2.378013458,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3]",69,232.8588803
23,2.178607911,4.860594267,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 3]",69,491.2978475
16,1.769896796,0.185327185,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",48,33.1291461
23,2.542798392,4.893610354,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",69,79.22633314
3,0.508604142,0.963024539,3,"[4, 1, 1]",9,0.204118729
28,3.032835973,5.615002361,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",84,115.4143715
14,1.4285473,4.48475796,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2]",42,34.25141311
18,1.794337136,3.435999336,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 2]",54,104.8391197
9,0.968900666,1.528674583,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,12.7786932
18,2.043509398,3.459215077,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",54,40.61267591
24,2.099428616,3.314436656,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 4, 1, 3, 1]",72,1351.527889
18,1.718135714,0.295437041,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2, 4, 3]",54,209.5284092
14,1.365851305,6.160340659,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0]",42,62.09956837
0,0.076773617,2.773335745,3,[],0,0.00199914
8,0.755643342,1.451692528,3,"[1, 3, 3, 2, 4, 1, 1, 3]",24,9.825036049
10,1.077825275,0.906651234,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1]",30,5.720746994
